<<<<<<< HEAD
Entity,Code,Year,share_deforestation_exported
Mozambique,MOZ,2008,4.788455126995897
Mozambique,MOZ,2009,4.8246305321155525
Mozambique,MOZ,2010,6.69944211730081
Mozambique,MOZ,2011,4.0486567274396
Mozambique,MOZ,2012,6.392307172746619
Mozambique,MOZ,2013,13.417200316735748
Myanmar,MMR,2005,11.64233534885415
Myanmar,MMR,2006,9.932246120918599
Myanmar,MMR,2007,9.857145611172529
Myanmar,MMR,2008,10.681584753432144
Myanmar,MMR,2009,13.248122913427219
Myanmar,MMR,2010,9.630633384424895
Myanmar,MMR,2011,10.719874109360033
Myanmar,MMR,2012,11.006315110907277
Myanmar,MMR,2013,12.287999899115851
Namibia,NAM,2005,26.73180804964641
Namibia,NAM,2006,19.514042832990423
Namibia,NAM,2007,31.992630100512727
Namibia,NAM,2008,33.07830790998522
Namibia,NAM,2009,36.74198657416369
Namibia,NAM,2010,38.427551475670164
Namibia,NAM,2011,33.884137946660545
Namibia,NAM,2012,70.58964400950275
Namibia,NAM,2013,68.42268714336396
Nepal,NPL,2005,0.008342347342301168
Nepal,NPL,2006,0.008140608824977667
Nepal,NPL,2007,0.02559236263541177
Nepal,NPL,2008,0.0048061765669335805
Nepal,NPL,2009,0.13886171193404742
Nepal,NPL,2010,0.11567399181098069
Nepal,NPL,2011,0.953225232912918
Nepal,NPL,2012,3.1977106691820003
Nepal,NPL,2013,2.332087387453172
New Caledonia,NCL,2005,2.6140691617205167
New Caledonia,NCL,2013,2.74672591576125
Nicaragua,NIC,2005,46.4498531517811
Nicaragua,NIC,2006,46.43051326264306
Nicaragua,NIC,2007,44.065484771782664
Nicaragua,NIC,2008,45.274080489718436
Nicaragua,NIC,2009,48.931996523243946
Nicaragua,NIC,2010,51.43185434985854
Nicaragua,NIC,2011,64.92465305950208
Nicaragua,NIC,2012,77.31940140284615
Nicaragua,NIC,2013,49.19847216865636
Niger,NER,2005,0.09824963175865609
Niger,NER,2006,0.17440158018036106
Niger,NER,2007,0.5408159969291824
Niger,NER,2008,0.7511594166602338
Niger,NER,2009,0.22383524885404765
Niger,NER,2010,1.718931980852791
Niger,NER,2011,4.795407729525241
Niger,NER,2012,7.9827452956958656
Niger,NER,2013,5.583530061909158
Nigeria,NGA,2005,2.038934162386226
Nigeria,NGA,2006,1.450521230760529
Nigeria,NGA,2007,1.2366690504783202
Nigeria,NGA,2008,0.6972364608456141
Nigeria,NGA,2009,0.3802703584232178
Nigeria,NGA,2010,0.12346794955671456
Nigeria,NGA,2011,0.18492103386327802
Nigeria,NGA,2012,0.15546362554026386
Nigeria,NGA,2013,0.3142598840529878
Oman,OMN,2008,4.4844469922109536
Oman,OMN,2009,10.326386392570457
Oman,OMN,2010,9.462784715496195
Oman,OMN,2011,10.907251410430623
Oman,OMN,2012,8.564443439810095
Pakistan,PAK,2005,0.6543189012118447
Pakistan,PAK,2006,0.27218530663847523
Pakistan,PAK,2007,0.4949312977979056
Pakistan,PAK,2008,0.6613534060622938
Pakistan,PAK,2009,0.84543511501645
Pakistan,PAK,2010,1.7465751814682438
Pakistan,PAK,2011,6.645330353188303
Pakistan,PAK,2012,7.906429478876126
Pakistan,PAK,2013,11.238309746332261
Panama,PAN,2005,22.884923371022523
Panama,PAN,2006,29.76982519794439
Panama,PAN,2007,29.161728020471223
Panama,PAN,2008,18.33600329068214
Panama,PAN,2009,11.437203714905394
Panama,PAN,2010,13.815681637883445
Panama,PAN,2011,16.197659745421984
Panama,PAN,2012,11.13833546910136
Panama,PAN,2013,16.246912896684705
Papua New Guinea,PNG,2005,24.22151366151397
Papua New Guinea,PNG,2006,28.53453560592763
Papua New Guinea,PNG,2007,35.20828558228064
Papua New Guinea,PNG,2008,37.788031782546376
Papua New Guinea,PNG,2009,43.58725581691951
Papua New Guinea,PNG,2010,49.09624094758585
Papua New Guinea,PNG,2011,49.72288318317115
Papua New Guinea,PNG,2012,41.03181385684709
Papua New Guinea,PNG,2013,32.482118547867486
Paraguay,PRY,2005,60.61682301237576
Paraguay,PRY,2006,63.28190733929324
Paraguay,PRY,2007,62.96762767626895
Paraguay,PRY,2008,65.5428733265087
Paraguay,PRY,2009,74.8166299239838
Paraguay,PRY,2010,58.49454477704328
Paraguay,PRY,2011,53.821219771567165
Paraguay,PRY,2012,78.60613223717023
Paraguay,PRY,2013,67.57161259827636
Peru,PER,2005,5.522049848197042
Peru,PER,2006,6.798845650864435
Peru,PER,2007,8.038761122369763
Peru,PER,2008,8.466823076925333
Peru,PER,2009,9.012175949754827
Peru,PER,2010,8.910800220749174
Peru,PER,2011,8.509746416498768
Peru,PER,2012,8.698133487792987
Peru,PER,2013,9.404704388836159
Philippines,PHL,2005,7.541595749379153
Philippines,PHL,2006,7.0968513122029675
Philippines,PHL,2007,5.428936603204751
Philippines,PHL,2008,5.055123764038616
Philippines,PHL,2009,5.348240799752041
Philippines,PHL,2010,9.227424208684774
Philippines,PHL,2011,8.65869926038787
Philippines,PHL,2012,8.478617302722984
Philippines,PHL,2013,11.123911202753677
Portugal,PRT,2005,6.741719844634917
Portugal,PRT,2006,6.3813463097661565
Portugal,PRT,2007,7.071365160224522
Portugal,PRT,2008,9.561054145777517
Portugal,PRT,2009,14.208512277903093
Portugal,PRT,2010,17.363431036024693
Portugal,PRT,2011,16.590760930387376
Portugal,PRT,2012,20.288998095265935
Portugal,PRT,2013,20.218871017652656
Reunion,REU,2005,0
Reunion,REU,2006,0
Reunion,REU,2007,0
Reunion,REU,2008,0
Reunion,REU,2009,0
Reunion,REU,2010,0
Reunion,REU,2011,0
Reunion,REU,2012,0
Reunion,REU,2013,0
Rwanda,RWA,2005,0.8241373631312211
Rwanda,RWA,2006,1.4817886217167806
Rwanda,RWA,2007,1.2663147821610206
Rwanda,RWA,2008,1.0080646685070294
Rwanda,RWA,2009,0.7694826821624094
Rwanda,RWA,2010,1.2529145228044094
Rwanda,RWA,2011,1.1968854617416638
Rwanda,RWA,2012,1.7503814507415127
Rwanda,RWA,2013,1.494425434033254
Saint Lucia,LCA,2007,46.771491121949865
Saint Lucia,LCA,2008,25.355032555346813
Saint Lucia,LCA,2009,16.62177268487704
Saint Lucia,LCA,2010,14.730684026979926
Saint Lucia,LCA,2011,6.7624756802310895
Saint Lucia,LCA,2012,0.4187779363971934
Saint Lucia,LCA,2013,0.4814742990131122
Senegal,SEN,2005,0.3615582696000888
Senegal,SEN,2006,0.9417949176546601
Senegal,SEN,2007,7.965183841604801
Senegal,SEN,2008,1.7651114177934306
Senegal,SEN,2009,2.8829700159049607
Senegal,SEN,2010,4.083677921469978
Senegal,SEN,2011,9.565921091489313
Senegal,SEN,2012,2.710235757553149
Senegal,SEN,2013,0.5738021375506943
Seychelles,SYC,2012,5.5748891171298105
Seychelles,SYC,2013,8.020601418757431
Sierra Leone,SLE,2005,0.15443773910085234
Sierra Leone,SLE,2006,0.2790797851484584
Sierra Leone,SLE,2007,0.7820305340916642
Sierra Leone,SLE,2008,1.7946063152499057
Sierra Leone,SLE,2009,2.9183312944912454
Sierra Leone,SLE,2010,2.42678351554744
Sierra Leone,SLE,2011,3.168477894956813
Sierra Leone,SLE,2012,3.670297474383377
Sierra Leone,SLE,2013,1.7742413134052393
Singapore,SGP,2009,4.215353023816332
Singapore,SGP,2010,3.694858109521452
Singapore,SGP,2011,4.0282928059099845
Singapore,SGP,2012,3.9480829664502304
Singapore,SGP,2013,6.033343938498156
Somalia,SOM,2005,1.0273445839100437
Somalia,SOM,2006,0.5218442546869987
Somalia,SOM,2007,1.701158472118867
Somalia,SOM,2008,0.13501021809835112
Somalia,SOM,2009,0.001413216952105874
Somalia,SOM,2010,0.008754688115997842
Somalia,SOM,2011,0.06256503036103293
Somalia,SOM,2012,0.00007880543061346572
Somalia,SOM,2013,0.002280297963960042
South Africa,ZAF,2005,4.533370542921123
South Africa,ZAF,2006,3.3931235878881436
South Africa,ZAF,2007,4.119221921413786
South Africa,ZAF,2008,2.6052691393203866
South Africa,ZAF,2009,2.818425478338322
South Africa,ZAF,2010,2.5724577904787367
South Africa,ZAF,2011,2.414513527834611
South Africa,ZAF,2012,7.20704428221281
South Africa,ZAF,2013,10.018680577213297
Spain,ESP,2005,23.13907608460225
Spain,ESP,2006,21.858476003192127
Spain,ESP,2007,26.685339429303678
Spain,ESP,2008,22.1944122975356
Spain,ESP,2009,32.92906163872276
Spain,ESP,2010,35.14709432020127
Spain,ESP,2011,36.10905300917644
Spain,ESP,2012,36.43909824750368
Spain,ESP,2013,42.62542731340985
Sri Lanka,LKA,2005,6.216418896987647
Sri Lanka,LKA,2006,4.9049170995356395
Sri Lanka,LKA,2007,9.185576884473962
Sri Lanka,LKA,2008,10.514396323113493
Sri Lanka,LKA,2009,10.470499621682738
Sri Lanka,LKA,2010,9.443821919640529
Sri Lanka,LKA,2011,10.638031763620612
Sri Lanka,LKA,2012,9.216784480010217
Sri Lanka,LKA,2013,8.243182823558726
Suriname,SUR,2006,0
Suriname,SUR,2007,10.212537939388065
Suriname,SUR,2008,12.224854220542342
Suriname,SUR,2009,14.425115829283367
Suriname,SUR,2010,30.345261491545205
Suriname,SUR,2011,20.626198285516022
Suriname,SUR,2012,25.795512080958716
Suriname,SUR,2013,20.17900925619792
Syria,SYR,2005,11.416347509269709
Syria,SYR,2006,18.013377345816075
Syria,SYR,2007,14.78630185086306
Syria,SYR,2008,9.265855287794452
Syria,SYR,2009,8.347660350231148
Syria,SYR,2010,13.658928751783675
Syria,SYR,2011,3.9852327678787347
Syria,SYR,2012,3.4886882986652807
Syria,SYR,2013,5.470210815422343
Tanzania,TZA,2005,9.51755105588272
Tanzania,TZA,2006,10.747557081880668
Tanzania,TZA,2007,11.666352737409959
Tanzania,TZA,2008,10.211676382403184
Tanzania,TZA,2009,13.758199936788257
Tanzania,TZA,2010,9.617403089935104
Tanzania,TZA,2011,8.221874211300861
Tanzania,TZA,2012,9.156582944732525
Tanzania,TZA,2013,8.455697245329889
Thailand,THA,2005,21.173815324173027
Thailand,THA,2006,24.682944436670766
Thailand,THA,2007,28.43584619899883
Thailand,THA,2008,26.469055588145395
Thailand,THA,2009,29.83473349505123
Thailand,THA,2010,37.56274519872738
Thailand,THA,2011,47.02642326028369
Thailand,THA,2012,46.66828676098988
Thailand,THA,2013,51.08996119722229
Timor,TLS,2005,0.9355683020695269
Timor,TLS,2006,1.2142332317765412
Timor,TLS,2007,0.8126524438504525
Timor,TLS,2008,2.7672449208442464
Timor,TLS,2009,0
Timor,TLS,2010,0.06954054779743687
Timor,TLS,2011,2.517538550212773
Timor,TLS,2012,1.0464061811845375
Timor,TLS,2013,0.7980963221323591
Togo,TGO,2005,15.659802686054622
Togo,TGO,2006,14.552831280134113
Togo,TGO,2007,23.250814641025606
Togo,TGO,2008,25.855610706585097
Togo,TGO,2009,30.842055310202092
Togo,TGO,2010,31.2568757627327
Togo,TGO,2011,29.46207642911346
Togo,TGO,2012,26.677551259024636
Togo,TGO,2013,22.2676364332724
Trinidad and Tobago,TTO,2005,8.761752669666578
Trinidad and Tobago,TTO,2006,9.694609432532824
Trinidad and Tobago,TTO,2007,8.711595010268395
Trinidad and Tobago,TTO,2008,3.493792818609029
Trinidad and Tobago,TTO,2009,7.833719817928545
Trinidad and Tobago,TTO,2010,7.737211663887568
Trinidad and Tobago,TTO,2011,2.019861849216699
Trinidad and Tobago,TTO,2012,3.0359105839220035
Trinidad and Tobago,TTO,2013,3.3389559705947
Tunisia,TUN,2005,0.7829905844542103
Tunisia,TUN,2006,4.021956690090234
Tunisia,TUN,2007,4.41153902614985
Tunisia,TUN,2008,10.93733361293432
Tunisia,TUN,2009,10.646655072932056
Tunisia,TUN,2010,10.698609420843226
Tunisia,TUN,2011,9.546175398256038
Tunisia,TUN,2012,6.7897704251499285
Tunisia,TUN,2013,5.922702962388773
Turkey,TUR,2005,3.990173178865791
Turkey,TUR,2006,4.278650121949138
Turkey,TUR,2007,2.7275423301080903
Turkey,TUR,2008,3.0774705542702
Turkey,TUR,2009,3.2911162207942204
Turkey,TUR,2010,3.125984779132771
Turkey,TUR,2011,3.2596245298607456
Turkey,TUR,2012,4.657118718136257
Turkey,TUR,2013,6.220929813239902
Uganda,UGA,2005,6.26387753131575
Uganda,UGA,2006,12.792755977645676
Uganda,UGA,2007,22.026776987269695
Uganda,UGA,2008,18.330634274710413
Uganda,UGA,2009,21.340555703747057
Uganda,UGA,2010,20.27127470101753
Uganda,UGA,2011,18.47285334710457
Uganda,UGA,2012,13.487106380545097
Uganda,UGA,2013,11.041370249312106
Uruguay,URY,2005,60.72916856909916
Uruguay,URY,2006,71.23055069244043
Uruguay,URY,2007,57.00907889724521
Uruguay,URY,2008,59.12940720599196
Uruguay,URY,2009,49.41159359053634
Uruguay,URY,2010,50.43886224748996
Uruguay,URY,2011,52.792121198814066
Uruguay,URY,2012,48.86203056131856
Uruguay,URY,2013,56.65231018413416
Venezuela,VEN,2005,5.674333536724068
Venezuela,VEN,2006,6.613581062861636
Venezuela,VEN,2007,1.3835062010379426
Venezuela,VEN,2008,1.9456884213235917
Venezuela,VEN,2009,2.4221716039522447
Venezuela,VEN,2010,5.640926789434429
Venezuela,VEN,2011,9.439684835530864
Venezuela,VEN,2012,7.530431867386615
Venezuela,VEN,2013,6.401393687546432
Vietnam,VNM,2005,21.182599868467967
Vietnam,VNM,2006,20.344136218353288
Vietnam,VNM,2007,25.136601506373445
Vietnam,VNM,2008,18.56197975125314
Vietnam,VNM,2009,22.555719762127552
Vietnam,VNM,2010,43.72615008120166
Vietnam,VNM,2011,43.9504795094949
Vietnam,VNM,2012,39.93263960250285
Vietnam,VNM,2013,38.25653281591767
Yemen,YEM,2005,0.028210167281352304
Yemen,YEM,2006,0
Yemen,YEM,2007,0.04856505683759941
Yemen,YEM,2010,0.5865365313701472
Yemen,YEM,2011,1.8832156094571488
Yemen,YEM,2012,1.2137044766832248
Yemen,YEM,2013,1.5404049362239487
Zambia,ZMB,2005,23.337234315221316
Zambia,ZMB,2006,28.14538835910301
Zambia,ZMB,2007,19.656989694265125
Zambia,ZMB,2008,11.102240053022658
Zambia,ZMB,2009,6.786718433658779
Zambia,ZMB,2010,14.946035566357693
Zambia,ZMB,2011,23.22120554074618
Zambia,ZMB,2012,31.302958950382582
Zambia,ZMB,2013,30.60051151475969
Zimbabwe,ZWE,2005,4.019918576933396
Zimbabwe,ZWE,2006,7.5559198370733744
Zimbabwe,ZWE,2007,8.407628219886282
Zimbabwe,ZWE,2008,8.010971226778963
Zimbabwe,ZWE,2009,12.494568928679003
Zimbabwe,ZWE,2010,5.358279405775074
Zimbabwe,ZWE,2011,0.02305734967211889
Zimbabwe,ZWE,2012,0
Zimbabwe,ZWE,2013,7.106207755451173
=======
Region,Code,Year,share_deforestation_exported
Brazil,BRA,2005-01-01,24.419643453540576
Brazil,BRA,2006-01-01,24.35075026737904
Brazil,BRA,2007-01-01,23.523409518396967
Brazil,BRA,2008-01-01,18.542434782358782
Brazil,BRA,2009-01-01,16.51288968990269
Brazil,BRA,2010-01-01,15.541322215503902
Brazil,BRA,2011-01-01,15.268645158978247
Brazil,BRA,2012-01-01,19.49510705598454
Brazil,BRA,2013-01-01,21.484076614300104
Indonesia,IDN,2005-01-01,40.888775230319595
Indonesia,IDN,2006-01-01,47.311451576574775
Indonesia,IDN,2007-01-01,46.620069045101204
Indonesia,IDN,2008-01-01,49.054395762592705
Indonesia,IDN,2009-01-01,52.497443519597674
Indonesia,IDN,2010-01-01,46.50657354310215
Indonesia,IDN,2011-01-01,47.10599939647514
Indonesia,IDN,2012-01-01,50.005076730505934
Indonesia,IDN,2013-01-01,50.8429631201039
>>>>>>> e20bce12a49ec6f6a3f9864eb16cb26ae9a6cbf8
