Major Genre,MPAA Rating,Running Time min,IMDB Rating,IMDB Votes
Drama,R,149.0,8.5,134516.0
Adventure,PG-13,143.0,8.0,232719.0
Adventure,PG-13,151.0,7.3,150446.0
Adventure,PG-13,167.0,7.0,133241.0
Adventure,PG-13,119.0,6.4,49383.0
Horror,R,110.0,7.0,55217.0
Action,R,135.0,6.1,23099.0
Adventure,PG-13,120.0,5.5,72763.0
Drama,R,104.0,4.8,2072.0
Horror,R,85.0,6.7,53455.0
Action,R,124.0,6.4,50482.0
Adventure,G,99.0,,
Adventure,G,99.0,6.7,28550.0
Adventure,G,72.0,,
Comedy,PG-13,105.0,5.5,20196.0
Comedy,R,134.0,7.5,25415.0
Comedy,R,143.0,6.7,15340.0
Drama,R,109.0,7.5,24504.0
Drama,R,129.0,6.7,24596.0
Drama,R,117.0,,
Action,R,109.0,6.9,22257.0
Drama,R,147.0,7.5,51704.0
Drama,PG-13,116.0,7.8,77939.0
Drama,PG-13,80.0,6.9,17454.0
Action,PG-13,183.0,5.4,96186.0
Adventure,PG,97.0,6.8,24569.0
Horror,PG-13,85.0,5.1,4263.0
Action,PG-13,103.0,,
Action,R,177.0,5.5,24045.0
Horror,R,100.0,4.5,19769.0
Drama,R,165.0,6.9,78302.0
Action,R,101.0,6.1,20865.0
Drama,PG-13,125.0,7.6,26331.0
Drama,PG-13,123.0,6.8,36762.0
Horror,R,101.0,4.7,20268.0
Drama,PG-13,103.0,7.6,34785.0
Adventure,G,85.0,5.0,3053.0
Drama,PG,109.0,6.9,12070.0
Drama,PG-13,135.0,6.9,20514.0
Drama,R,133.0,4.8,11100.0
Adventure,G,79.0,,
Adventure,PG,84.0,5.0,1847.0
Comedy,G,111.0,8.1,131929.0
Drama,PG-13,152.0,,
Action,PG-13,140.0,6.9,34501.0
Adventure,PG,89.0,6.4,27361.0
Comedy,PG,110.0,5.2,5086.0
Drama,PG,102.0,7.4,63717.0
Adventure,PG,90.0,6.4,8876.0
Drama,R,123.0,7.7,46984.0
Horror,R,100.0,5.6,19881.0
Comedy,G,83.0,6.2,2176.0
Drama,R,90.0,6.1,5759.0
Drama,R,128.0,7.7,39234.0
Horror,R,110.0,5.4,10249.0
Comedy,PG-13,118.0,6.2,21542.0
Action,R,86.0,5.9,13905.0
Horror,R,94.0,5.8,52753.0
Action,R,95.0,6.2,49502.0
Horror,R,100.0,6.4,68342.0
Action,PG-13,102.0,5.9,38414.0
Action,R,104.0,5.5,16822.0
Drama,R,111.0,6.9,20451.0
Adventure,G,79.0,5.4,4857.0
Drama,PG-13,131.0,6.2,11895.0
Horror,PG-13,111.0,5.1,28408.0
Comedy,PG,91.0,4.1,10320.0
Comedy,R,81.0,5.8,15684.0
Drama,R,120.0,7.3,45439.0
Comedy,PG-13,102.0,6.3,11859.0
Drama,G,128.0,5.5,8453.0
Action,R,114.0,5.9,25309.0
Action,R,121.0,7.2,57484.0
Comedy,PG-13,112.0,6.4,40087.0
Action,PG-13,125.0,7.5,37764.0
Drama,PG,113.0,7.5,49844.0
Comedy,R,94.0,6.4,44702.0
Action,PG-13,104.0,6.6,30855.0
Comedy,R,116.0,6.0,12926.0
Action,PG-13,90.0,6.4,52049.0
Action,PG-13,91.0,6.0,39312.0
Action,PG-13,98.0,6.8,55248.0
Adventure,PG-13,123.0,5.9,30739.0
Action,PG-13,116.0,5.9,27413.0
Drama,PG-13,132.0,7.4,36448.0
Horror,R,100.0,7.7,112785.0
Horror,R,91.0,6.8,76530.0
Horror,R,107.0,6.3,60784.0
Horror,R,91.0,6.2,18091.0
Drama,PG-13,141.0,7.4,31033.0
Comedy,R,82.0,4.7,43941.0
Comedy,PG-13,84.0,5.4,42829.0
Comedy,PG,93.0,4.8,10749.0
Comedy,PG,86.0,4.7,26018.0
Drama,R,125.0,7.3,53760.0
Comedy,PG-13,108.0,7.2,63188.0
Comedy,PG-13,101.0,6.0,15536.0
Horror,R,110.0,2.9,217.0
Horror,R,120.0,5.9,48196.0
Horror,R,118.0,5.3,38230.0
Action,PG-13,91.0,5.3,30359.0
Adventure,PG-13,128.0,7.9,87883.0
Drama,PG,127.0,6.3,7996.0
Drama,PG-13,95.0,2.6,17830.0
Drama,PG-13,139.0,6.7,29020.0
Action,R,99.0,6.3,57952.0
Action,R,99.0,5.9,32881.0
Comedy,R,88.0,6.0,68541.0
Adventure,PG,90.0,8.0,163855.0
Adventure,PG,92.0,7.5,95658.0
Adventure,PG,92.0,6.1,59778.0
Adventure,PG,93.0,6.7,12193.0
Adventure,PG,90.0,5.9,40019.0
Comedy,PG-13,95.0,5.3,22128.0
Action,R,116.0,,
Drama,PG,110.0,6.7,11371.0
Comedy,PG-13,86.0,7.6,117656.0
Adventure,PG,86.0,6.6,7895.0
Action,R,126.0,8.3,255814.0
Adventure,PG,102.0,6.6,20923.0
Horror,R,105.0,7.5,107511.0
Drama,PG-13,110.0,7.0,7077.0
Horror,R,131.0,6.4,74862.0
Drama,R,116.0,8.3,176325.0
Comedy,PG-13,110.0,5.9,20571.0
Action,PG-13,112.0,4.7,189.0
Comedy,R,108.0,6.6,57313.0
Comedy,PG,108.0,6.9,51614.0
Adventure,PG-13,114.0,6.2,24893.0
Comedy,PG,99.0,4.9,7561.0
Comedy,PG,89.0,4.4,4611.0
Drama,PG-13,117.0,6.7,14257.0
Adventure,PG,110.0,6.4,9108.0
Comedy,R,114.0,6.4,2636.0
Comedy,R,80.0,,
Comedy,PG,87.0,5.6,29293.0
Comedy,PG-13,103.0,6.7,30660.0
Action,PG-13,97.0,4.8,21366.0
Comedy,R,112.0,7.8,134212.0
Adventure,PG,90.0,,
Adventure,PG-13,130.0,6.3,29983.0
Action,PG-13,125.0,3.4,30896.0
Horror,PG-13,132.0,5.6,31461.0
Comedy,PG,92.0,2.9,18010.0
Adventure,PG-13,127.0,7.7,141940.0
Adventure,PG-13,139.0,6.4,141513.0
Adventure,PG-13,121.0,7.4,167524.0
Comedy,PG-13,112.0,8.1,17461.0
Comedy,PG,97.0,4.9,3673.0
Adventure,PG-13,157.0,6.6,102751.0
Action,R,126.0,6.9,44850.0
Adventure,PG,100.0,,
Adventure,PG,84.0,4.1,12352.0
Adventure,PG,88.0,5.7,23479.0
Comedy,PG-13,82.0,6.0,103.0
Adventure,G,84.0,6.6,8622.0
Adventure,PG,142.0,,
Adventure,PG-13,140.0,,
Action,R,129.0,7.1,83516.0
Horror,PG-13,91.0,4.5,13658.0
Drama,R,124.0,5.1,3080.0
Comedy,PG-13,93.0,5.1,26712.0
Drama,PG-13,127.0,6.2,18505.0
Drama,PG-13,113.0,4.3,13737.0
Comedy,PG-13,112.0,7.8,74218.0
Comedy,PG-13,103.0,5.9,9556.0
Horror,R,103.0,6.0,29411.0
Comedy,PG,92.0,5.8,23226.0
Comedy,PG,78.0,5.6,7534.0
Drama,PG-13,130.0,6.2,55716.0
Adventure,PG-13,111.0,6.2,6557.0
Drama,PG-13,98.0,6.1,21691.0
Adventure,PG-13,111.0,7.6,45106.0
Adventure,PG,100.0,6.4,26559.0
Adventure,PG-13,117.0,6.4,28449.0
Adventure,PG,133.0,,
Comedy,PG-13,118.0,5.9,23196.0
Action,PG-13,124.0,6.3,38586.0
Adventure,PG,86.0,7.0,20974.0
Action,PG-13,104.0,6.3,36940.0
Drama,R,142.0,6.5,18431.0
Drama,R,169.0,8.5,270540.0
Action,PG-13,117.0,5.9,43260.0
Drama,R,125.0,7.8,69778.0
Drama,PG-13,86.0,4.6,9577.0
Drama,PG-13,120.0,6.0,20891.0
Comedy,PG-13,107.0,6.2,9309.0
Adventure,PG,98.0,5.4,17513.0
Drama,R,139.0,7.2,63319.0
Horror,R,90.0,4.0,16122.0
Drama,PG-13,118.0,5.4,3351.0
Action,PG-13,133.0,5.3,27375.0
Drama,R,111.0,6.7,37692.0
Drama,R,97.0,7.5,7560.0
Adventure,G,93.0,6.1,7460.0
Comedy,R,98.0,7.3,58763.0
Drama,PG,116.0,6.7,5435.0
Action,R,121.0,6.4,34304.0
Comedy,R,89.0,5.5,36678.0
Drama,PG,95.0,7.4,34482.0
Action,R,109.0,6.6,107667.0
Action,PG-13,116.0,,
Action,PG-13,140.0,7.3,197131.0
Action,PG-13,149.0,6.0,95786.0
Comedy,R,89.0,,
Drama,R,119.0,4.5,229.0
Adventure,PG,85.0,6.7,1104.0
Horror,PG-13,101.0,3.3,15760.0
Drama,R,166.0,7.5,60966.0
Drama,PG-13,145.0,7.3,23578.0
Comedy,PG,104.0,5.9,14927.0
Horror,R,96.0,5.2,22795.0
Action,PG-13,87.0,5.6,24416.0
Action,R,103.0,6.3,36151.0
Action,PG-13,99.0,5.0,19370.0
Adventure,G,77.0,6.0,2986.0
Adventure,PG,95.0,6.4,22286.0
Adventure,PG-13,110.0,5.5,50710.0
Adventure,PG-13,96.0,5.6,32465.0
Horror,R,127.0,7.4,76830.0
Action,PG,88.0,6.6,26178.0
Action,PG-13,119.0,6.4,46650.0
Adventure,PG-13,117.0,5.2,32832.0
Adventure,PG-13,101.0,5.4,55582.0
Adventure,PG-13,124.0,6.3,92241.0
Horror,PG-13,104.0,7.8,86091.0
Drama,R,123.0,8.7,493.0
Adventure,G,92.0,8.0,119357.0
Adventure,G,102.0,8.9,67380.0
Action,R,106.0,6.5,33452.0
Adventure,PG,96.0,6.6,12099.0
Drama,R,147.0,7.8,85759.0
Drama,R,122.0,7.6,82057.0
Horror,PG-13,115.0,5.5,589.0
Drama,PG-13,128.0,7.1,79803.0
Action,PG-13,92.0,6.6,51005.0
Comedy,R,106.0,7.2,104839.0
Action,R,163.0,7.0,129575.0
Action,PG-13,124.0,5.5,52636.0
Drama,PG,102.0,8.0,156346.0
Adventure,G,88.0,6.9,26871.0
Drama,PG-13,130.0,,
Drama,PG-13,124.0,,
Drama,PG-13,120.0,6.1,4840.0
Horror,R,90.0,5.8,20196.0
Horror,R,98.0,6.1,39172.0
Action,R,82.0,6.9,13929.0
Action,PG-13,116.0,6.4,32528.0
Comedy,PG-13,86.0,5.7,14237.0
Comedy,PG-13,92.0,6.6,65329.0
Comedy,PG,87.0,3.7,4133.0
Action,R,121.0,6.7,65690.0
Drama,R,123.0,6.6,23998.0
Adventure,PG,96.0,8.4,110491.0
Horror,R,100.0,5.2,19113.0
Horror,R,98.0,3.7,7609.0
Horror,R,96.0,4.3,11435.0
Drama,PG-13,126.0,6.4,21995.0
Drama,R,120.0,7.4,27529.0
Drama,R,95.0,,
Action,PG-13,132.0,5.5,68846.0
Action,PG-13,124.0,5.6,24294.0
Horror,R,108.0,6.8,54.0
Comedy,PG,90.0,3.3,5491.0
Drama,R,104.0,6.0,18066.0
Drama,R,120.0,7.0,36092.0
Comedy,R,93.0,,
Comedy,PG,91.0,,
Comedy,G,97.0,8.5,182257.0
Action,R,99.0,6.2,28771.0
Action,R,131.0,,
Action,PG-13,116.0,7.2,12074.0
Drama,R,100.0,8.2,1704.0
Comedy,R,111.0,7.5,31572.0
Comedy,PG-13,109.0,5.0,25970.0
Drama,R,120.0,6.8,8778.0
Comedy,R,113.0,,
Drama,R,117.0,7.0,38163.0
Drama,R,138.0,6.9,42580.0
Comedy,PG,105.0,5.7,12561.0
Drama,PG-13,120.0,6.4,13302.0
Comedy,PG-13,114.0,4.5,5700.0
Drama,PG-13,113.0,6.6,30486.0
Drama,PG-13,135.0,6.5,2855.0
Adventure,PG,100.0,7.2,30669.0
Action,R,134.0,5.8,26421.0
Drama,PG-13,80.0,7.9,85235.0
Drama,PG,102.0,7.1,38045.0
Adventure,PG-13,107.0,4.3,54183.0
Drama,PG-13,101.0,,
Action,R,110.0,6.4,1089.0
Comedy,PG-13,114.0,7.9,5519.0
Comedy,R,106.0,6.1,3224.0
Comedy,PG-13,95.0,5.7,17207.0
Comedy,PG-13,98.0,5.0,6727.0
Drama,R,109.0,8.2,93301.0
Action,PG-13,87.0,6.0,20517.0
Adventure,PG,106.0,6.3,40281.0
Comedy,PG-13,86.0,5.7,43251.0
Action,PG-13,104.0,5.9,35433.0
Action,PG-13,120.0,,
Action,PG-13,104.0,7.4,120706.0
Action,PG-13,133.0,7.8,112320.0
,,79.0,6.2,260.0
Action,,103.0,7.1,42427.0
Comedy,PG-13,116.0,,
Comedy,PG-13,97.0,5.0,23091.0
Comedy,PG-13,104.0,7.0,62150.0
Comedy,PG,90.0,7.6,259.0
Drama,PG,119.0,6.2,52587.0
Adventure,PG,113.0,,
Comedy,PG-13,89.0,6.4,69296.0
Comedy,R,87.0,7.8,81629.0
Comedy,R,101.0,7.0,55687.0
Adventure,PG,129.0,5.7,21161.0
Adventure,PG-13,136.0,6.7,4789.0
