MeetID,Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat4Kg,BestSquatKg,Bench4Kg,BestBenchKg,Deadlift4Kg,BestDeadliftKg,TotalKg,Place,Wilks
8423,Christopher Yoshikawa,M,Raw,21.0,Open,81.8,82.5,,215.0,,137.5,,282.5,635.0,2,427.58
1524,Brittney Bergen,F,Raw,27.5,FR-O,56.86,57,,142.5,,82.5,,160.0,385.0,1,447.61
694,Angela Goss,F,Single-ply,,Sub-Junior,48.0,48,,75.0,,42.5,,90.0,207.5,1,274.82
5026,Cynthia Line,F,Raw,,Amateur Open,72.12,75,,127.01,,77.11,,158.76,362.87,1,353.78
7288,Bella Johnson,F,Raw,,R-T1,66.3,67.5,,,,,,97.5,97.5,1,100.81
5804,Hector Dominguez,M,Single-ply,,Boys,78.93,82.5,,197.31,,102.06,,192.78,492.15,5,338.89
1439,Erica Bueno,F,Single-ply,33.5,,62.24,63,,207.5,,150.0,,185.0,542.5,4,588.02
7176,Promepetch Suwanchote,M,Raw,22.5,R-O,65.0,66,,187.5,,110.0,,240.0,537.5,1,427.42
5052,Ben Carroll,M,Wraps,,Amateur Open,108.68,110,,197.31,,127.01,,238.14,562.45,5,332.25
1474,Chiwanga,M,Single-ply,,,75.0,75,,182.5,,120.0,,227.5,530.0,6,377.66
4282,Jiro Ishida,M,Raw,,Juniors,66.0,66,,142.5,,85.0,,140.0,367.5,1,288.56
1415,Daniel Freese,M,Wraps,,Amateur Open,104.46,110,,249.48,,156.49,,229.06,635.03,2,380.16
8165,Jason Vermilyer,M,Raw,29.0,Open,102.8,110,,,,,,305.0,305.0,2,183.65
5829,Jacob Guzman,M,Single-ply,,Boys,86.0,90,,183.7,,124.74,,204.12,512.56,2,335.23
8387,Douglas Nostrant,M,Wraps,49.0,Master 45-49,82.0,82.5,,242.5,,167.5,,230.0,640.0,1,430.31
53,Ryan Hambrick,M,Raw,26.0,DT Open,82.1,82.5,,190.51,,122.47,,249.48,562.45,1,377.89
6904,Brandon Lauer,M,Raw,,R-OMW,90.5,93,,155.0,,115.0,,200.0,470.0,5,299.21
6680,Keith McHoney,M,Raw,,R-O,64.7,67.5,,,,150.0,,,150.0,1,119.74
5920,Juan Mendoza,M,Single-ply,,Boys,57.79,60,,104.33,,70.31,,136.08,310.71,6,274.41
3545,Bjørn Gunnar Johansen,M,Raw,,Master 40-49,110.27,120,,275.5,,200.0,,300.0,775.5,1,456.04
4562,Don Stevenson,M,Raw,,,99.6,105,,197.5,,125.0,,250.0,572.5,1,348.98
7690,Alexis Wascom,F,Raw,19.0,Teen Women 18-19,106.14,90+,,155.0,,85.0,,192.5,432.5,1,354.47
5864,Israel Vasquez,M,Single-ply,,Boys,71.3,75,,,,,,,,DQ,
6439,Jordan Houser,M,Wraps,24.0,MOR,87.6,90,,210.0,,132.5,,235.0,577.5,1,373.92
2274,Kurt Stangenes,M,Single-ply,,Open,68.4,75,,150.0,,,,,,DQ,
6992,Casey Winter,M,Raw,19.5,R-O,73.8,74,,165.0,,107.5,,182.5,455.0,4,327.92
8296,Matthew Morrow,M,Raw,17.0,Junior 16-17,81.6,82.5,,182.5,,115.0,,192.5,490.0,1,330.44
5029,Dan Kim,M,Raw,,Amateur Open,85.55,90,,,,142.88,,242.67,385.55,1,252.9
4994,Charles Miriello,M,Raw,,Amateur Master 45-49,88.63,90,,,,140.61,,,140.61,1,90.48
6611,Tyler Carlton,M,Raw,,R-O,90.9,93,,212.5,,142.5,,237.5,592.5,4,376.36
1443,Glen Chaytor,M,Raw,49.5,Masters 2,65.87,66,,160.0,,97.5,,,,DQ,
4916,Jason Figueiredo,M,Raw,,Amateur Open,157.67,140+,,249.48,,181.44,,254.01,684.92,2,376.29
3311,Christoffer Losen,M,Raw,,Open,135.85,120+,,275.0,,195.0,,300.0,770.0,2,432.28
1187,Hieu Pham,M,Raw,,Open,73.7,74,,187.5,,107.5,,202.5,497.5,3,358.89
4196,Gerard Anderson,M,Single-ply,,Masters 1,82.5,82.5,,,,115.0,,,115.0,1,77.04
184,John Tsiode,M,Raw,32.5,Open,117.65,120,,,,210.0,,,210.0,2,121.31
299,Bill Jolley,M,Single-ply,,Master 1,119.5,125,,,,185.0,,,185.0,1,106.46
7246,Victoria Reyna,F,Raw,20.5,R-O,91.9,84+,,130.0,,65.0,,147.5,342.5,3,293.47
5409,Walter Canada,M,Raw,,Masters 50-54,98.88,100,,,,163.29,213.19,208.65,371.95,1,227.4
4543,Alex Richardson,M,Raw,,O,91.1,93,,,,,,,,DQ,
3394,Anders Grønmo,M,Raw,,Open,103.3,105,,207.5,,192.5,,242.5,642.5,1,386.18
5889,Alfanso Hernandez,M,Single-ply,,Boys,78.56,82.5,,,,,,,,DQ,
7438,Kevin Gwin,M,Single-ply,,Junior 20-23,82.5,82.5,,197.5,,160.0,,222.5,580.0,5,388.55
6032,Fernando Hernandez,M,Single-ply,,Boys,89.54,90,,240.4,,156.49,,249.48,646.37,5,413.72
6046,Hector Dominguez,M,Single-ply,,Boys,78.56,82.5,,222.26,,113.4,,,,DQ,
4388,Nathan Baxter,M,Single-ply,,M-O,149.45,125+,,240.0,,160.0,,260.0,660.0,1,365.36
7148,Zachary Backauskas,M,Raw,15.5,R-O,80.03,83,,187.5,,120.0,,222.5,530.0,5,361.74
6858,Patrick Carr,M,Raw,26.5,R-G,80.9,83,,205.0,,140.0,,247.5,592.5,1,401.68
5845,Cj Denman,M,Single-ply,,Boys,102.6,110,,190.51,,124.74,,199.58,514.83,2,310.23
6378,Ricky Cuellar,M,Single-ply,,Boys,59.6,60,,204.12,,124.74,,183.7,512.56,1,439.84
7628,Herb Strange,M,Raw,80.0,Master Men 80+,106.23,110,,,,97.5,,,97.5,1,58.03
5671,Mac Lucas,M,Wraps,20.0,Juniors,84.01,90,,224.53,,176.9,,265.35,666.78,1,441.93
7440,Dave Doan,M,Single-ply,,POL/FIR,110.0,110,,,,275.0,,,275.0,1,161.84
7831,Tyler Van Loon,M,Raw,21.0,Junior 20-23,108.68,110,,,,,,182.5,182.5,1,107.81
4719,Lauren Waters,F,Raw,27.5,,62.65,63,,85.0,,47.5,,125.0,257.5,2,277.71
152,Jeff Ocrah,M,Raw,,,92.4,93,,237.5,,165.0,,300.0,702.5,4,442.67
6192,Manuel Garcia,M,Single-ply,,Boys,96.07,100,,204.12,,104.33,,,,DQ,
7028,Ann Marie Bremmer,F,Raw,20.5,R-O,62.18,63,,132.5,,80.0,,147.5,360.0,44,390.49
6867,Toro Hayes,M,Raw,,R-M2b,98.0,100,,,,142.5,,,142.5,1,87.45
2780,Dennis Sivertsen,M,Raw,,Teen 14-18,83.1,93,,130.0,,102.5,,150.0,382.5,1,255.14
4295,Timothy McEwan,M,Raw,,Juniors,83.0,83,,210.0,,130.0,,245.0,585.0,1,390.49
112,Cleveland Rose,M,Raw,37.0,M_OR_AWPC,98.1,100,,210.0,,115.0,,260.0,585.0,4,358.83
1350,Justin Knight,M,Wraps,20.0,,75.0,75,,145.15,,97.52,,183.7,426.38,1,303.82
7993,Kris Decker,M,Raw,25.0,Open,98.9,100,,255.0,,182.5,,307.5,745.0,1,455.44
1578,Rocky Ramirez,M,Raw,,sm2,114.31,125,,,,135.0,,192.5,327.5,1,190.6
2871,Michael Hellestø,M,Single-ply,,Master 40-49,92.5,93,,240.0,,160.0,,222.5,622.5,1,392.06
7313,David Morley,M,Raw,36.5,R-O,118.5,120,,125.0,,100.0,,192.5,417.5,3,240.75
8287,Kily Gilbert,F,Raw,19.0,Junior 18-19,55.8,56,,107.5,,62.5,,137.5,307.5,1,362.82
5813,Jeremy Trevino,M,Single-ply,,Boys,97.89,100,,183.7,,,,,,DQ,
1533,Andrew Valdez,M,Raw,,sm1,99.16,100,,,,137.5,,215.0,352.5,1,215.26
43,Daniel Swinger,M,Raw,35.0,Submaster,125.65,140,,,,154.22,,,154.22,1,87.79
6258,Dortavious Lewis,M,Single-ply,,Boys,118.3,125,,272.16,,147.42,,199.58,619.15,4,357.17
5914,Cade Connors,M,Single-ply,,Boys,81.37,82.5,,111.13,,95.25,,,,DQ,
7240,Sophia Arredondo,F,Raw,13.5,R-T1,126.4,84+,,,,42.5,,110.0,152.5,1,120.83
6403,Nick Stewart,M,Single-ply,,Boys,97.34,100,,240.4,,172.37,,272.16,684.92,15,421.51
1382,Garrett Bell,M,Wraps,,Amateur Junior,97.07,100,,206.38,,108.86,,229.06,544.31,3,335.37
4667,Raphael Hodes,M,Raw,24.5,,118.45,120,,215.0,,140.0,,255.0,610.0,2,351.79
6824,Jake Connolly,M,Raw,17.5,R-V,67.2,74,,,,125.0,,,125.0,1,96.72
7906,Ron Garofalo,M,Single-ply,54.0,Open,81.9,82.5,,,,,,305.0,305.0,2,205.222
6031,David Belland,M,Single-ply,,Boys,70.31,75,,142.88,,68.04,,149.69,360.61,10,269.33
7027,Calvin Chen,M,Raw,21.5,R-C,81.8,83,,195.0,,137.5,,225.0,557.5,38,375.4
7746,Dan Soto,M,Raw,43.0,Master Men 40-44,98.2,100,,230.0,,165.0,,245.0,640.0,1,392.4
6491,Paul Colardeau,M,Raw,34.0,MR-O,76.6,83,,165.0,,130.0,,210.0,505.0,7,354.67
7130,Pete Grohoski,M,Raw,,M1,92.9,93,,75.0,,75.0,,75.0,225.0,2,141.42
5026,Tina Rivera,F,Wraps,,Amateur Open,65.05,67.5,,102.06,,61.23,,127.01,290.3,3,304.38
4887,Andrew Brown,M,Raw,38.0,Open,108.95,110,,217.5,,140.0,,242.5,600.0,1,354.15
3378,Erik Fredriksen,M,Single-ply,,Open,102.15,105,,,,277.5,,,277.5,2,167.49
8427,Julius Bowens,M,Wraps,23.0,Junior 20-23,85.3,90,,232.5,,145.0,,232.5,610.0,1,400.79
7957,Denzel Bridges,M,Raw,21.0,Junior 20-23,78.0,82.5,,205.0,,152.5,,250.0,607.5,1,421.55
7217,William Woods,M,Raw,,R-O,101.0,110,,175.0,,150.0,,250.0,575.0,4,348.57
6755,Ethan Waltz,M,Raw,,R-O,88.1,93,,215.0,,125.0,,245.0,585.0,3,377.62
4852,Matteo Giofre,M,Raw,22.5,,92.2,93,,155.0,,100.0,,205.0,460.0,4,290.17
1460,Damon Langeveldt,M,Raw,17.5,Sub-Juniors,51.9,53,,,,80.0,,,80.0,1,78.66
5193,Emily Fortner,F,Wraps,,Amateur Junior 20-23,72.48,75,,110.0,,50.0,,137.5,297.49,1,289.09
3184,Erik Røen,M,Single-ply,,Junior 19-23,127.1,120+,,75.0,,75.0,,307.5,457.5,1,259.85
7007,Marcus Warren,M,Single-ply,,M1a,103.9,105,,275.0,,230.0,,272.5,777.5,1,466.34
1484,Eddy Paris,M,Single-ply,,,82.0,82.5,,240.0,,137.5,,285.0,662.5,13,445.44
6569,Garrett Blevins,M,Raw,27.0,M-OR,102.42,105,,297.5,,212.5,,327.5,837.5,1,504.99
890,Shantelle Szuch,F,Raw,,Open,62.9,63,,123.0,,65.0,,152.5,340.5,1,366.12
5504,Joseph Mobley,M,Multi-ply,,Teens 13-15,92.9,100,,,,106.59,,,106.59,1,66.99
6136,Griffen Fallwell,M,Single-ply,,Boys,76.66,82.5,,120.2,,70.31,,115.67,306.17,18,214.92
6788,Andrew Biggers,M,Single-ply,,HS,74.2,75,,192.8,,127.0,,192.8,512.6,13,368.02
7045,Bucky Schwarz,M,Raw,,R-O,77.0,82.5,,140.0,,85.0,,167.5,392.5,4,274.7
32,Rebecca Jones,F,Wraps,64.0,Master HVY,83.35,90,,88.45,,45.36,,117.93,251.74,2,225.37
4911,Stephen Acquaro,M,Multi-ply,,Pro Open,130.54,140,,351.53,,274.42,,294.84,920.79,2,520.41
7052,Joseph Michaski,M,Raw,,R-O,119.3,120,,227.5,,160.0,,232.5,620.0,2,356.94
7396,Ian Gerber,M,Raw,19.0,M-RT3,85.8,90,,172.5,,135.0,,227.5,535.0,1,350.36
6577,Jasmine Schmalhaus,F,Raw,,R-O,81.5,84,,97.5,,65.0,,152.5,315.0,5,285.32
3472,Marius Huseby,M,Raw,,Open,101.65,105,,170.0,,100.0,,185.0,455.0,2,275.14
6284,Trey Bishop,M,Single-ply,,Boys,87.72,90,,188.24,,136.08,,188.24,512.56,5,331.63
7015,John R. Wildrick,M,Raw,,R-MLO,81.7,83,,185.0,,125.0,,227.5,537.5,4,362.2
5777,Jarrod Zachary,M,Single-ply,,Boys,68.95,75,,,,,,,,DQ,
3205,Fredrik Danielsen,M,Raw,,Open,89.6,93,,190.0,,142.5,,262.5,595.0,8,380.71
5169,Trey Arose,M,Raw,,Amateur Open,123.1,125,,204.12,,154.22,,231.33,589.67,1,337.09
8038,Nick Johnson,M,Raw,28.0,Open,94.3,100,,177.5,,105.0,,227.5,510.0,2,318.31
8005,Calvin Ma,M,Raw,25.0,Open,74.75,75,,160.0,,97.5,,215.0,472.5,5,337.47
5944,Landon Maston,M,Single-ply,,Boys,87.72,90,,219.99,,104.33,,199.58,523.9,7,338.96
8143,Raja Narayan,M,Single-ply,39.0,Submaster 35-39,64.8,67.5,,,,,,185.0,185.0,1,147.49
7919,Daniel Im,M,Raw,20.0,Junior 20-23,81.15,82.5,,-202.5,,150.0,,230.0,,DQ,
7670,Lazaro Cruzata,M,Wraps,26.0,Open Men,79.56,82.5,,192.5,,142.5,,230.0,565.0,1,387.07199999999995
7777,Brendan Morr,M,Single-ply,22.0,Junior Men 20-23,101.97,110,,242.5,,165.0,,-217.0,,DQ,
3368,Arne Sandstøl,M,Single-ply,,Master 40-49,64.3,67.5,,105.0,,72.5,,137.5,315.0,1,252.78
5760,Jamie Sanchez,M,Single-ply,,Boys,80.92,82.5,,104.33,,74.84,,120.2,299.37,6,202.92
7794,Holly Angle,F,Raw,43.0,Master 40-44 Bench Press Women,63.59,67.5,,,,52.5,,,52.5,1,55.99
6668,Yana Ionenko,F,Raw,18.5,R-T3,70.7,72,,,,65.0,,135.0,200.0,1,197.62
4987,Jake Ketner,M,Wraps,,Amateur Open,108.41,110,,226.8,,167.83,,260.82,655.44,1,387.49
3512,Simen Johnson Myrvold,M,Raw,,Teen 14-18,71.15,74,,,,110.0,,,110.0,2,81.42
6326,Bodee Humphreys,M,Single-ply,,Boys,84.91,90,,183.7,,117.93,,188.24,489.88,11,322.7
8265,Kayla Anderson,F,Raw,27.0,Open,93.0,90+,,112.5,,,,,,DQ,
6266,Jayton Pimentel,M,Single-ply,,Boys,49.53,52,,90.72,,58.97,,92.99,242.67,3,250.86
3499,Lena Akre Sjo,F,Raw,,Open,55.4,57,,80.0,,45.0,,90.0,215.0,1,255.12
6132,Ryan Alvarez,M,Single-ply,,Boys,87.59,90,,185.97,,108.86,,185.97,480.81,7,311.33
4974,Jesse J. Jeffers,M,Wraps,,Amateur Open,96.62,100,,249.48,,149.69,,317.51,716.68,1,442.46
1250,Antti Savolainen,M,Single-ply,37.5,,65.67,66,,255.0,,187.5,,280.0,722.5,1,569.65
73,Adam Handwerk,M,Wraps,33.0,M_SCR_AAPF,93.2,100,,187.5,,140.0,,227.5,555.0,1,348.29
8227,Taylor Griffiths,M,Raw,23.0,Open,89.7,90,,,,192.5,,,192.5,2,123.1
8398,Katie Trailer,F,Raw,33.0,Open,81.5,82.5,,125.0,,65.0,,155.0,345.0,2,312.49
2771,Elise Malme,F,Raw,,Junior 19-23,65.7,72,,75.0,,47.5,,110.0,232.5,2,242.0
4968,McKenzee Parkhurst,F,Raw,,Amateur Youth,31.03,44,,18.14,,20.41,,34.02,72.57,1,119.79
1480,Jeff Madsen,M,Single-ply,,,51.6,52,,165.0,,75.0,,215.0,455.0,9,450.12
6316,Jacob McCain,M,Single-ply,,Boys,111.58,125,,208.65,,111.13,,195.04,514.83,2,301.68
7060,Austin Patkos,M,Raw,,R-JR,93.7,105,,215.0,,132.5,,250.0,597.5,2,374.02
6294,David Sillero,M,Single-ply,,Boys,107.68,110,,185.97,,140.61,,161.03,487.61,9,288.9
684,Steven Roberts,M,Single-ply,,Sub-Junior,75.0,75,,,,65.0,,,65.0,1,46.32
1294,Elizabet Tomilov,F,Raw,12.5,SJ1,52.6,56,,,,,,75.0,75.0,2,92.67
7706,John De La Paz,M,Raw,30.0,Open,99.16,100,,200.0,,137.5,,222.5,560.0,2,341.97
8183,Robert Moody III,M,Raw,37.0,Open,150.5,140+,,,,195.0,,300.0,,DQ,
6859,Ryan Lambert,M,Raw,30.5,R-O,93.3,105,,205.0,,157.5,,232.5,595.0,2,373.2
21,M. Grant,M,Single-ply,,,145.0,145,,347.5,,265.0,,342.5,955.0,4,530.94
5398,John Adelman,M,Multi-ply,,Open,94.08,100,,249.48,,142.88,,226.8,619.15,1,386.85
173,Stefan Gregory,M,Wraps,46.0,MRP-M,93.9,100,,182.5,,130.0,,200.0,512.5,2,320.5
738,Jason Byrne,M,Single-ply,,Open,125.0,125,,,,227.5,,,227.5,1,129.64
4897,Chris Geers,M,Single-ply,,Pro Open,91.35,100,,,,,,,,DQ,
4874,Larnah Lowe,F,Wraps,31.0,F-OR,92.1,75+,,205.0,,85.0,,185.0,475.0,5,406.65
8250,George Davis,M,Raw,65.0,Master 65-69,80.9,82.5,,147.5,,92.5,,152.5,392.5,1,266.09
7940,Greg Norby,M,Raw,21.0,Junior 20-23,74.3,75,,240.0,,170.0,,250.0,660.0,1,473.39
7507,Raymond Garcia,M,Single-ply,15.0,Junior 13-15,92.31,100,,,,90.0,,177.5,267.5,2,168.64
7419,Greg Gibson,M,Single-ply,,,80.17,82.5,,265.0,,172.5,,250.0,687.5,3,468.73
7564,Jerry Tremblay,M,Raw,48.0,Master Men 45-49,102.51,110,,230.0,,145.0,,255.0,630.0,1,379.75
4987,Steve Ray,M,Raw,,Amateur Junior 20-23,89.18,90,,192.78,,140.61,,249.48,582.87,1,373.85
4370,Rojay Weibeya,M,Raw,18.5,Juniors,82.25,83,,,,110.0,,,110.0,3,73.82
1966,Jan Arne Olsen,M,Single-ply,,Master 40-49,98.2,100,,,,152.5,,,152.5,4,93.5
994,Ajay Paul Sahota,M,Raw,,Open,88.5,93,,192.5,,122.5,,252.5,567.5,2,365.45
6858,Anna Yang,F,Raw,21.5,R-JR,56.2,57,,120.0,,47.5,,127.5,295.0,1,346.13
1568,Allen Burghart,M,Single-ply,,nov,88.41,90,,142.5,,105.0,,182.5,430.0,1,277.05
4982,Nicholas Rice,M,Wraps,,Amateur Teen 18-19,97.07,100,,244.94,,165.56,,265.35,675.85,1,416.42
1234,Nina Cambatta,F,Raw,,F-C-S,67.3,72,,125.0,,67.5,,165.0,357.5,3,365.65
5879,Wyatt Jackson,M,Single-ply,,Boys,75.3,82.5,,156.49,,,,,,DQ,
6005,Nate Patterson,M,Single-ply,,Boys,85.64,90,,183.7,,104.33,,185.97,474.0,3,310.74
4443,Ray Hope,M,Single-ply,,Open,67.5,67.5,,225.0,,135.0,,245.0,605.0,1,466.46
3595,Inger Celine Wikeby,F,Raw,,Open,68.9,72,,105.0,,47.5,,130.0,282.5,1,284.16
7703,Herb Kellins,M,Multi-ply,48.0,Open Men,81.19,82.5,,250.0,,165.0,,227.5,642.5,1,434.605
4270,Jason Cunningham-Gerbich,M,Single-ply,,Open,176.4,120+,,,,276.0,,,276.0,1,149.02
5707,Allision Tucker,F,Wraps,22.0,Open,58.06,60,,88.45,,52.16,,120.2,260.81,1,298.31
4466,Mark Barham,M,Single-ply,,O,81.6,82.5,,210.0,,135.0,,230.0,575.0,1,387.76
2720,Per Ove Sjøl,M,Single-ply,,Master 40-49,116.45,120,,,,207.5,,,207.5,2,120.17
7789,Jerimiah Mares,M,Raw,27.0,Open Men,96.21,100,,195.0,,157.5,,225.0,577.5,1,357.204
7061,Meir Berdugo,M,Raw,24.5,R-O,90.4,93,,162.5,,95.0,,200.0,457.5,18,291.41
145,Christopher McKenzie,M,Raw,,,82.3,83,,190.0,,110.0,,220.0,520.0,22,348.86
4979,Dmytro Lytvynenko,M,Raw,,Amateur Open,100.0,100,,,,192.5,,,192.5,2,117.15
6690,David Densford,M,Raw,,R-M2a,128.9,120+,,187.5,,122.5,,180.0,490.0,2,277.57
4748,Harry Haureliuk,M,Raw,68.5,,65.15,66,,,,60.0,,,60.0,2,47.62
7895,Jenna Doyle,F,Raw,24.0,Open Women,73.5,75,,150.0,,70.0,,192.5,412.5,1,397.211
6717,Dane Moore,M,Raw,20.5,R-O,73.6,74,,175.0,,125.0,,205.0,505.0,1,364.66
5191,Jeremy Geist,M,Wraps,,Pro Open,109.59,110,,226.8,,170.1,,258.55,655.44,2,386.17
7908,Lan Huong Lai,F,Raw,28.0,Open,50.7,52,,100.0,,52.5,,125.0,277.5,1,352.74
8107,Lauren Hite,F,Raw,24.0,Open,73.63,75,,115.0,,62.5,,137.5,315.0,1,302.98
139,Mick Amey,M,Single-ply,,M-E-M3,80.8,83,,200.0,,107.5,,225.0,532.5,1,361.28
1318,Nick Whitecross,M,Wraps,27.0,M-O,138.4,140,,275.0,,245.0,,290.0,810.0,2,453.42
6783,Peter Hoang,M,Single-ply,,C,117.5,120,,210.0,,150.0,,197.5,557.5,4,322.15
5934,Evan Kukuk,M,Single-ply,,Boys,74.57,75,,181.44,,97.52,,174.63,453.59,6,324.51
92,Michael Sell,M,Wraps,22.0,M_JCR_AAPF,109.25,110,,290.0,,175.0,,300.0,765.0,1,451.15
1341,Eric Frost,M,Wraps,39.5,Amateur Open,156.17,140+,,163.29,,113.4,,204.12,480.81,1,264.51
579,Mike Kenso,M,Single-ply,,Open,82.5,82.5,,220.0,,135.0,,220.0,575.0,1,385.2
6091,Braden Rader,M,Single-ply,,Boys,80.38,82.5,,190.51,,106.59,,188.24,485.34,2,330.36
8296,Patrick Gallagher,M,Raw,18.0,Junior 18-19,73.8,75,,155.0,,112.5,,200.0,467.5,1,336.93
1373,Tracy Johnson,F,Wraps,,Am Master (45-49),81.87,82.5,,106.59,,52.16,,115.67,274.42,1,247.97
6239,Alfonso Carballo,M,Single-ply,,Boys Ninth Grade,,,,,,,,,,DQ,
1129,Nathen Kencayd,M,Raw,,Master 1,105.2,120,,172.5,,102.5,,212.5,487.5,1,291.11
7771,Kaleb Dockall,M,Raw,29.0,Open Men,80.92,82.5,,152.5,,90.0,,167.5,410.0,3,277.911
7282,Natasha Fenton,F,Raw,30.5,R-O,89.9,84+,,112.5,,75.0,,170.0,357.5,3,309.05
1316,Sharon Wilkins,F,Wraps,37.0,F-OR,53.6,56,,77.5,,52.5,,130.0,260.0,4,316.59
1292,Katalin Schindelrne Kis,F,Wraps,45.5,M2,66.9,67.5,,145.0,-97.5,95.0,,150.0,390.0,1,400.61
6324,Al Gardner,M,Single-ply,,Boys,51.48,52,,156.49,,72.57,,156.49,385.55,1,382.35
6570,Edward Payuyao,M,Raw,,R-O,83.0,83,,215.0,,132.5,,237.5,585.0,1,390.49
4025,Egil Walseth,M,Single-ply,,Master 40-49,59.8,60,,,,95.0,,,95.0,1,81.27
7407,Jonas Janek,M,Single-ply,,18-19,82.5,82.5,,170.0,,125.0,,185.0,480.0,5,321.56
6132,Jacob Trevino,M,Single-ply,,Boys,74.84,75,,136.08,,86.18,,145.15,367.41,15,262.19
5843,Dre Gresham,M,Single-ply,,Boys,79.11,82.5,,213.19,,122.47,,210.92,546.58,2,375.81
5785,Roy Abanonu,M,Single-ply,,Boys,109.77,110,,244.94,,161.03,,226.8,632.76,1,372.61
1178,Mai-Linh Nguyen,F,Raw,,Open,51.1,52,,80.0,,50.0,,110.0,240.0,1,303.24
7521,Patrick Rhoades,M,Single-ply,46.0,Open Men,123.83,125,,,,,,227.5,227.5,1,129.89
5085,Rostislav Petkov,M,Wraps,,Pro Open,74.39,75,,260.0,,195.0,,300.0,755.0,1,541.07
6037,Bart Bartholomew,M,Single-ply,,Boys,59.15,60,,127.01,,77.11,,124.74,328.85,7,284.17
5125,Mackenzie Pezzi,F,Wraps,,Amateur Open,74.57,75,,145.15,,86.18,,167.83,399.16,1,380.83
5700,Brandon Murphy,M,Wraps,29.0,Open,117.5,117.5,,297.1,,181.44,,272.16,750.7,1,433.78
6326,Aaron Osborne,M,Single-ply,,Boys,70.49,75,,158.76,,92.99,,181.44,433.18,11,322.9
5877,Jalen Ybarra,M,Single-ply,,Boys,63.41,67.5,,102.06,,65.77,,124.74,292.57,14,237.59
6225,Casey Pounds,M,Single-ply,,Boys,102.51,110,,158.76,,81.65,,163.29,403.7,16,243.34
8469,David Poole,M,Multi-ply,,Pro,115.67,125,,,,,,,,DQ,
3571,Marit Gråbak,F,Raw,,Open,92.5,84+,,100.0,,60.0,,145.0,305.0,2,260.68
7021,Phil Drenik Jr,M,Raw,,R-M3,58.1,59,,137.5,,72.5,,185.0,395.0,1,347.1
564,Jamie Emberly,M,Single-ply,,Open,100.0,100,,305.0,,187.5,,295.0,787.5,2,479.26
8084,Devon Parcell,M,Raw,37.0,Submaster,95.6,100,,207.5,,152.5,,205.0,565.0,1,350.45
7022,James Townsend,M,Single-ply,,O,93.0,93,,,,212.5,,,212.5,2,133.49
4765,Jason Chhen,M,Raw,19.5,,72.0,74,,192.5,,117.5,,222.5,532.5,3,390.7
7225,Josh Nitzberg,M,Raw,,R-JR,93.0,93,,165.0,,112.5,,227.5,505.0,5,317.24
5069,Jason Carver,M,Raw,,Amateur Open,122.02,125,,235.87,,161.03,,249.48,646.37,2,370.21
6427,Jake Schlernitzauer,M,Wraps,23.0,MOR,99.6,100,,150.0,,112.5,,170.0,432.5,3,263.64
7052,Hunter Hall,M,Raw,,R-T3,74.0,74,,147.5,,112.5,,195.0,455.0,2,327.29
4785,Matt Enriquez,M,Raw,17.5,,73.45,74,,155.0,,82.5,,175.0,412.5,2,298.3
1143,Jensen MacDonald,M,Raw,,Junior,73.1,74,,182.5,,112.5,,207.5,502.5,14,364.63
7422,Patrick Johnson,M,Single-ply,,,106.1,110,,317.5,,215.0,,282.5,815.0,8,485.25
1369,Doug Danoff,M,Raw,,Amateur Master (45-49),66.59,67.5,,,,,,156.49,156.49,1,121.98
4442,Jason Spear,M,Single-ply,,O,141.35,125+,,,,,,,,DQ,
5615,Brandon Snowder,M,Wraps,,Open,88.81,90,,249.48,,185.97,,242.67,678.12,2,435.89
5020,Sasha Stoddard,F,Wraps,,Pro Submaster,74.12,75,,165.56,,70.31,158.76,156.49,392.36,1,375.79
4215,Brian Leaaetoa,M,Single-ply,,Open,113.7,125,,240.0,,170.0,,260.0,670.0,2,390.51
7883,Anthony Lopez,M,Raw,20.0,Junior 20-23,98.35,100,,192.5,,130.0,,285.0,607.5,2,372.24
4908,Lee LeBlanc,M,Wraps,,Amateur Submaster,87.72,90,,238.14,,172.37,,260.82,671.32,1,434.34
5895,Dakota Manes,M,Single-ply,,Boys,93.71,100,,176.9,,81.65,,181.44,439.98,15,275.4
7346,Ali Saffarini,M,Raw,32.5,R-O,94.5,105,,187.5,,120.0,,230.0,537.5,14,335.14
6557,Derek Smith,M,Raw,29.5,R-O,142.0,120+,,310.0,,222.5,,295.0,827.5,1,461.44
3752,Andreas Wraa,M,Single-ply,,Teen 14-18,78.7,82.5,,217.5,,105.0,,215.0,537.5,1,370.81
836,Alexandre Gagné,M,Single-ply,,Open,82.2,83,,,,122.5,,,122.5,2,82.24
7723,Aura Morris,F,Single-ply,33.0,Open Women,88.09,90,,195.0,,140.0,,177.5,512.5,1,446.92
7055,Samuel Capozzi,M,Raw,,R-JR,80.5,83,,215.0,,117.5,,262.5,595.0,3,404.62
5059,Edy Rivera,M,Wraps,,Amateur Junior,60.33,67.5,,136.08,,74.84,,183.7,394.63,1,334.89
7242,Kyle Istre,M,Raw,28.5,R-O,72.1,74,,162.5,,115.0,,192.5,470.0,4,344.49
580,Michael Knott,M,Single-ply,,Open,139.6,140+,,,,157.5,,,157.5,2,88.05
